강좌명,강좌내용,교육대상구분,교육방법구분,교육장도로명주소,운영기관명,강좌난이도,홈페이지주소
인공지능(AI) - 대화형 인공지능 chatGPT(챗지피티) 배우기,[2025온라인클래스] 인공지능(AI) - 대화형 인공지능 chatGPT(챗지피티) 배우기 강좌,초등+청소년+청년/직장인+성인+어르신+장애인+외국인+기타,온라인,대구광역시 북구 연암로 40,대구광역시평생교육진흥원 평생학습진흥팀,초급,
인공지능(AI) - 말하는 AI 아바타를 만들어 주는 디아이디(d-id) 배우기,[2025온라인클래스] 인공지능(AI) - 말하는 AI 아바타를 만들어 주는 디아이디(d-id) 배우기 강좌,초등+청소년+청년/직장인+성인+어르신+장애인+외국인+기타,온라인,대구광역시 북구 연암로 40,대구광역시평생교육진흥원 평생학습진흥팀,초급,
인공지능(AI) - 무료 브랜드 로고를 만들어 주는 Hatchful(해치풀) 배우기,[2025온라인클래스] 인공지능(AI) - 무료 브랜드 로고를 만들어 주는 Hatchful(해치풀) 배우기 강좌,초등+청소년+청년/직장인+성인+어르신+장애인+외국인+기타,온라인,대구광역시 북구 연암로 40,대구광역시평생교육진흥원 평생학습진흥팀,초급,
인공지능(AI) - 무료 이미지를 생성해 주는 Leonardo(레오나르도) 배우기,[2025온라인클래스] 인공지능(AI) - 무료 이미지를 생성해 주는 Leonardo(레오나르도) 배우기 강좌,초등+청소년+청년/직장인+성인+어르신+장애인+외국인+기타,온라인,대구광역시 북구 연암로 40,대구광역시평생교육진흥원 평생학습진흥팀,초급,
인공지능(AI) - 무료 AI 이미지를 만들어주는 텐서아트(Tensor Art) 배우기,[2025온라인클래스] 인공지능(AI) - 무료 AI 이미지를 만들어주는 텐서아트(Tensor Art) 배우기 강좌,초등+청소년+청년/직장인+성인+어르신+장애인+외국인+기타,온라인,대구광역시 북구 연암로 40,대구광역시평생교육진흥원 평생학습진흥팀,초급,
"인공지능(AI) - 새로운 비디오, 동영상를 만들어 주는 런웨이(runway ai) 배우기","[2025온라인클래스] 인공지능(AI) - 새로운 비디오, 동영상를 만들어 주는 런웨이(runway ai) 배우기 강좌",초등+청소년+청년/직장인+성인+어르신+장애인+외국인+기타,온라인,대구광역시 북구 연암로 40,대구광역시평생교육진흥원 평생학습진흥팀,초급,
인공지능(AI) - 새로운 이미지를 만들어 주는 이디오그램(ideogram ai) 배우기,[2025온라인클래스] 인공지능(AI) - 새로운 이미지를 만들어 주는 이디오그램(ideogram ai) 배우기 강좌,초등+청소년+청년/직장인+성인+어르신+장애인+외국인+기타,온라인,대구광역시 북구 연암로 40,대구광역시평생교육진흥원 평생학습진흥팀,초급,
인공지능(AI) - 음악을 작곡 해 주는 beatoven(비토밴) 배우기,[2025온라인클래스] 인공지능(AI) - 음악을 작곡 해 주는 beatoven(비토밴) 배우기 강좌,초등+청소년+청년/직장인+성인+어르신+장애인+외국인+기타,온라인,대구광역시 북구 연암로 40,대구광역시평생교육진흥원 평생학습진흥팀,초급,
기획자를 위한 챗GPT 활용법 1,[2025온라인클래스] 기획자를 위한 챗GPT 활용법 1 강좌,청년/직장인+성인+어르신+장애인+외국인+기타,온라인,대구광역시 북구 연암로 40,대구광역시평생교육진흥원 평생학습진흥팀,중급,
기획자를 위한 챗GPT 활용법 2,[2025온라인클래스] 기획자를 위한 챗GPT 활용법 2 강좌,청년/직장인+성인+어르신+장애인+외국인+기타,온라인,대구광역시 북구 연암로 40,대구광역시평생교육진흥원 평생학습진흥팀,중급,
생성AI로 마케팅 쉽고 빠르게 끝장내기,[2025온라인클래스] 생성AI로 마케팅 쉽고 빠르게 끝장내기 강좌,청년/직장인+성인+어르신+장애인+외국인+기타,온라인,대구광역시 북구 연암로 40,대구광역시평생교육진흥원 평생학습진흥팀,중급,
"인공지능 비서, Chat GPT를 활용한 보고서 작성법","[2025온라인클래스] 인공지능 비서, Chat GPT를 활용한 보고서 작성법 강좌",청년/직장인+성인+어르신+장애인+외국인+기타,온라인,대구광역시 북구 연암로 40,대구광역시평생교육진흥원 평생학습진흥팀,중급,
"챗GPT를 활용하여 기획서, 제안서 작성하기","[2025온라인클래스] 챗GPT를 활용하여 기획서, 제안서 작성하기 강좌",청년/직장인+성인+어르신+장애인+외국인+기타,온라인,대구광역시 북구 연암로 40,대구광역시평생교육진흥원 평생학습진흥팀,중급,
[수강료지원]디지털문해교육사(스마트폰/AI활용지도사),[수강료지원]디지털문해교육사(스마트폰/AI활용지도사) 강좌,성인,혼합,대구광역시 동구 화랑로 201,한국산업평가연구원부설평생교육원,중급,
[국비/전액정부지원] 생성형 AI 활용 콘텐츠 제작 및 온라인마케팅/오전/25.09.16,[국비/전액정부지원] 생성형 AI 활용 콘텐츠 제작 및 온라인마케팅,청년/직장인+성인,혼합,대구광역시 수성구 명덕로 393 (수성동1가),대구광역시평생교육원,중급,
"막막했던 블로그, AI비서와 함께하면 1일 1포스팅 어렵지않아요","막막했던 블로그, AI비서와 함께하면 1일 1포스팅 어렵지않아요 강좌",청년/직장인+성인,혼합,대구광역시 북구 검단로 50,심리상담센터 당신을듣다,중급,
[국비] Chat GPT 활용 수익형 블로그 마케팅 / 오후 / 25.09.16,[국비] Chat GPT 활용 수익형 블로그 마케팅,청년/직장인+성인,혼합,대구광역시 수성구 명덕로 393 (수성동1가),대구광역시평생교육원,중급,
[국비] Chat GPT 활용 수익형 블로그 마케팅 / 저녁 / 25.10.14,[국비] Chat GPT 활용 수익형 블로그 마케팅,청년/직장인+성인,혼합,대구광역시 수성구 명덕로 393 (수성동1가),대구광역시평생교육원,중급,
인공지능(AI) - 논문 쉽게 쓰기를 위한 툴 싸이스페이스(Scispace) 배우기,[2025온라인클래스] 인공지능(AI) - 논문 쉽게 쓰기를 위한 툴 싸이스페이스(Scispace) 배우기 강좌,청소년+청년/직장인+성인+어르신+장애인+외국인+기타,온라인,대구광역시 북구 연암로 40,대구광역시평생교육진흥원 평생학습진흥팀,중급,
"인공지능(AI) - 로고, 비디오, 이미지 등 다양한 디자인 요소를 제작해 주는 Designs(디자인즈) 배우기","[2025온라인클래스] 인공지능(AI) - 로고, 비디오, 이미지 등 다양한 디자인 요소를 제작해 주는 Designs(디자인즈) 배우기 강좌",청소년+청년/직장인+성인+어르신+장애인+외국인+기타,온라인,대구광역시 북구 연암로 40,대구광역시평생교육진흥원 평생학습진흥팀,중급,
[행복대학_대구광역시과학대학교] 누구나 쉽게 배우는 AI & 디지털 콘텐츠 제작,[행복대학_대구광역시과학대학교] 누구나 쉽게 배우는 AI & 디지털 콘텐츠 제작 강좌,청년/직장인+성인+어르신+기타,혼합,대구광역시 북구 연암로 40,대구광역시평생교육진흥원 평생교육사업팀,초급,
[국비] Chat GPT 활용 수익형 블로그 마케팅 / 저녁 / 25.11.05,[국비] Chat GPT 활용 수익형 블로그 마케팅,청년/직장인+성인,혼합,대구광역시 수성구 명덕로 393 (수성동1가),대구광역시평생교육원,중급,
"[행복대학] AI와 함께 만드는 나만의 지속가능 SNS 브랜딩 (인스타,블로그)","[행복대학] AI와 함께 만드는 나만의 지속가능 SNS 브랜딩 (인스타,블로그) 강좌",청년/직장인+성인+어르신+장애인+외국인+기타,혼합,대구광역시 북구 연암로 40,대구광역시시행복진흥사회서비스원 대구광역시평생교육진흥원,중급,
[행복대학] 초보자를 위한 AI 창작 입문: 나만의 콘텐츠 만들기,[행복대학] 초보자를 위한 AI 창작 입문: 나만의 콘텐츠 만들기 강좌,청년/직장인+성인+어르신+장애인+외국인+기타,혼합,대구광역시 북구 연암로 40,대구광역시시행복진흥사회서비스원 대구광역시평생교육진흥원,초급,
[행복대학] AI를 활용한 콘텐츠 제작,[행복대학] AI를 활용한 콘텐츠 제작 강좌,청년/직장인+성인+어르신+장애인+외국인+기타,혼합,대구광역시 북구 연암로 40,대구광역시시행복진흥사회서비스원 대구광역시평생교육진흥원,중급,
[행복대학] ChatGPT부터 이미지 생성까지: 생활 속 AI 200 활용법,[행복대학] ChatGPT부터 이미지 생성까지: 생활 속 AI 200 활용법 강좌,청년/직장인+성인+어르신+장애인+외국인+기타,혼합,대구광역시 북구 연암로 40,대구광역시시행복진흥사회서비스원 대구광역시평생교육진흥원,중급,
[시민제안강의] META VERSE 및 AI에 의한 미래사회 전망,[시민제안강의] META VERSE 및 AI에 의한 미래사회 전망 강좌,유아+초등+청소년+청년/직장인+성인+어르신+장애인+외국인+기타,혼합,대구광역시 북구 연암로 40,대구광역시시행복진흥사회서비스원 대구광역시평생교육진흥원,초급,
[시민제안강의] 스마트폰으로 알아보는 AI 세상,[시민제안강의] 스마트폰으로 알아보는 AI 세상 강좌,유아+초등+청소년+청년/직장인+성인+어르신+장애인+외국인+기타,혼합,대구광역시 북구 연암로 40,대구광역시시행복진흥사회서비스원 대구광역시평생교육진흥원,초급,
"[기획강의] AI, 나도 할 수 있어","[기획강의] AI, 나도 할 수 있어 강좌",유아+초등+청소년+청년/직장인+성인+어르신+장애인+외국인+기타,혼합,대구광역시 북구 연암로 40,대구광역시시행복진흥사회서비스원 대구광역시평생교육진흥원,초급,
"?[기획강의] 삶을 바꾸는 AI,지금 알아야 할 인공지능의 모든 것","?[기획강의] 삶을 바꾸는 AI,지금 알아야 할 인공지능의 모든 것 강좌",유아+초등+청소년+청년/직장인+성인+어르신+장애인+외국인+기타,혼합,대구광역시 북구 연암로 40,대구광역시시행복진흥사회서비스원 대구광역시평생교육진흥원,초급,
[시민제안강의] 똥손도 금손되는 “AI로 만드는 나만의 콘텐츠”,[시민제안강의] 똥손도 금손되는 “AI로 만드는 나만의 콘텐츠” 강좌,유아+초등+청소년+청년/직장인+성인+어르신+장애인+외국인+기타,혼합,대구광역시 북구 연암로 40,대구광역시시행복진흥사회서비스원 대구광역시평생교육진흥원,중급,
[국비/전액정부지원] 생성형 AI 활용 콘텐츠 제작 및 온라인마케팅/오전/25.12.02,[국비/전액정부지원] 생성형 AI 활용 콘텐츠 제작 및 온라인마케팅,청년/직장인+성인,혼합,대구광역시 수성구 명덕로 393 (수성동1가),대구광역시평생교육원,중급,
[국비] Chat GPT 활용 수익형 블로그 마케팅 / 저녁 / 25.12.17,[국비] Chat GPT 활용 수익형 블로그 마케팅,청년/직장인+성인,혼합,대구광역시 수성구 명덕로 393 (수성동1가),대구광역시평생교육원,중급,
AI와 함께하는 스마트폰 즐기기,AI활용 스마트폰 활용교육,65세 이상 성인,방문교육,충청북도 단양군 단양읍 상진12길 18,단양교육도서관,초급,https://www.dyelib.go.kr
메타버스타고 AI여행,메타버스 플랫폼 및 프로그램 활용 교육,초등 3~6학년,방문교육,충청북도 단양군 단양읍 상진12길 18,단양교육도서관,중급,https://www.dyelib.go.kr
뚝딱뚝딱 인공지능아 놀자,테블릿을 활용한 인공지능 기술 강의,초등학교 4~6학년,오프라인,충청북도 음성군 응천서길 27번길 33,금왕교육도서관,초급,https://www.gwelib.go.kr
(초보자를 위한)요즘 핫한 챗GPT,스마트폰을 활용한 인공지능 기술 강의,지역주민+성인,오프라인,충청북도 음성군 응천서길 27번길 33,금왕교육도서관,초급,https://www.gwelib.go.kr
스마트폰 & AI 활용,"○ 교육목표  - 스마트폰과 AI의 기본 기능을 이해하고 생활 속에 적용할 수 있다. - 디지털 격차를 줄이고, 장년층이 일상에서 기술을 활용해 편리함을 느낄 수 있도록 돕는다. - 스마트폰과 AI를 통해 생활 정보·소통·취미 활동을 풍요롭게 한다. - 자기 주도적으로 새로운 기술을 학습하고 활용할 수 있는 자신감을 기른다.○ 교육내용 ① 스마트폰 활용_기초 다지기: 문자·카톡·사진 공유, 앱 설치 및 관리, 인터넷 검색② AI 활용_AI 이해하기: 생활 속 AI 사례(음성비서, 번역, 추천 서비스 등) 알아보기,  _챗GPT 활용: 생활 정보 검색, 문서 작성(문자 답장·편지), 여행 일정 짜기, 요리 레시피 찾기, 이미지·음성 활용: 사진 정리, 이미지 생성 체험○ 기대효과: 소통 능력 강화, 학습과 취미 확장, 디지털 자신감 회복, 세대 연결",노인,오프라인,경상남도 거창군 거창읍 공수들1길 54,(재)경상남도인재평생교육진흥원,초급,http://www.gndamoa.or.kr
[상상] 인공지능과 거짓말 없는 대화법,실생활에 활용가능한 AI 대 인간의 다양한 커뮤니케이션 이해,성인,오프라인,인천광역시 남동구 소래로 645,인천광역시 남동구 평생학습관,중급,http://lll.namdong.go.kr
[상상]캔바 AI 활용 컬러링북 작가 완성,캔바와 생성형 AI 활용 컬러링북 작가 완성클래스,성인,오프라인,인천광역시 남동구 소래로 645,인천광역시 남동구 평생학습관,중급,http://lll.namdong.go.kr
[상상] AI작가와 함께 내생애 첫 작품만들기,"생성형 AI와 대화하며 시,웹소설,노래 등 자신만의 문학 작품 창작하고 완성해 보기",성인,오프라인,인천광역시 남동구 소래로 645,인천광역시 남동구 평생학습관,중급,http://lll.namdong.go.kr
[상상]생성형인공지능 이해와활용2,"생활형 인공지능에 관한 전반적인 이해와 인공지능 이미지 서비스를 활용한 그림을 그려보고, 작품만들기",성인,오프라인,인천광역시 남동구 소래로 645,인천광역시 남동구 평생학습관,중급,http://lll.namdong.go.kr
[상상]생성형 인공지능 이해와 활용1(글쓰기),일상생활과 업무 활용을 위한 생성형 인공진능 활용 이해 및 글쓰기 수업,성인,오프라인,인천광역시 남동구 소래로 645,인천광역시 남동구 평생학습관,중급,http://lll.namdong.go.kr
[상상]생성형인공지능 이해와활용(음악영상콘텐츠),"생활형 인공지능에 관한 전반적인 이해와 생성형 인공지능 음악 서비스를 활용하고, VREW를 사용한 영상 콘텐츠 제작하기",성인,오프라인,인천광역시 남동구 소래로 645,인천광역시 남동구 평생학습관,중급,http://lll.namdong.go.kr
[상상]생성형인공지능의 이해와 활용(외국어편),"생활형 인공지능에 관한 전반적인 이해와 외국어 생성형 인공지능을 찾아보고, 활용하기",성인,오프라인,인천광역시 남동구 소래로 645,인천광역시 남동구 평생학습관,중급,http://lll.namdong.go.kr
(상상)시니어_나만의 AI 캐릭터&굿즈 만들기,시니어 대상 생성형 AI를 통해 나만의 캐릭터와 굿즈 만들기,어르신,오프라인,인천광역시 남동구 소래로 645,인천광역시 남동구 평생학습관,중급,http://lll.namdong.go.kr
생성형 Ai 종류와 활용,생성형 Ai 종류 및 활용방법,중구민(관내 소재 사업장 직장인 포함),오프라인,인천광역시 중구 찬들로 266,인천광역시 중구청 평생교육과,중급,https://edu.icjg.go.kr/
생성형AI로 만드는 기후위기 캠페인 쇼츠 만들기,AI도구를 활용하여 쉽고 간편하게 기후위기 쇼츠 만들기,초등,오프라인,충청북도 영동군 영동읍 학산영동로 1220,충청북도 영동교육지원청,중급,http://www.ydelib.go.kr/
AI를 활용한 고양이 구하기,인공지능과 자율주행의 관계를 이해하는 수업,초등4~6,오프라인,충청북도 영동군 영동읍 학산영동로 1220,충청북도 영동교육지원청,중급,http://www.ydelib.go.kr/
"호모 프롬프트의 시대, chatGPT 활용하기",chatGPT 활용과 적용과정,중구민(관내 소재 사업장 직장인 포함),오프라인,인천광역시 중구 찬들로 266,인천광역시 중구청 평생교육과,중급,https://edu.icjg.go.kr/
